table,field,definition,data_type,unit,nullable,null_meaning,origin,source_field_or_derivation,valid_values,interpretation_warning
tampa_development_activity.csv,matched_folios,Semicolon-delimited folio identifiers from matched City building-footprint records.,text,,yes,Blank means no folio-bearing City building match.,derived from City layer,Distinct FOLIO values across matches.,Source-defined identifiers separated by semicolons.,A spatial/address match is not a legal parcel join.
tampa_development_activity.csv,matched_building_count,Number of distinct City building-footprint objects matched to the activity.,integer,buildings,yes,Blank means no match record.,derived from City layer,Distinct building_object_id values.,Non-negative integer.,Count depends on match rules and current footprint snapshot.
tampa_development_activity.csv,matched_year_built_min,Minimum assessed year built among matched City building footprints.,integer,year,yes,Blank means unavailable.,derived from City layer,Minimum YEAR_BUILT across matches.,Four-digit year.,Assessment year can lag or represent an earlier structure.
tampa_development_activity.csv,matched_year_built_max,Maximum assessed year built among matched City building footprints.,integer,year,yes,Blank means unavailable.,derived from City layer,Maximum YEAR_BUILT across matches.,Four-digit year.,Assessment year can lag or represent an earlier structure.
tampa_development_activity.csv,parcel_match_confidence,Highest configured confidence among City building-footprint matches.,categorical text,,yes,Blank means no match.,derived,Maximum of match_confidence using high > medium.,high; medium,Confidence is rule-based and awaits manual accuracy measurement.
tampa_development_activity.csv,realization_evidence_grade,Legacy activity-level evidence grade retained for compatibility; use activity_truth_status.verification_grade.,categorical text,,no,Never blank.,derived,Conservative status rules; footprint and closeout signals cannot exceed D.,C; D; P; X; U,This field does not establish completion.
tampa_development_activity.csv,likely_realized,Deprecated legacy realization flag; deliberately unpopulated in v0.5.,boolean/integer,,yes,"Blank means unknown, not false.",derived,No longer assigned from footprint year or capital closeout.,blank,Use explicit truth outcomes and qualifying events instead.
tampa_development_activity.csv,realization_basis,Machine-readable reason for the legacy evidence grade.,categorical text,,no,Never blank.,derived,Evidence-rule branch used by apply_matches_and_evidence().,Supporting/status rule name.,Footprint/year and closeout bases are supporting evidence only.
tampa_development_verification_queue.csv,source_memberships,Semicolon-delimited source layers contributing to the normalized activity.,text,,no,Never blank.,derived,Distinct source names linked by activity_id.,Named source layers separated by semicolons.,Membership does not establish completeness.
tampa_development_verification_queue.csv,source_record_id,"Native public record or project identifier supplied by the source, when available.",text,,yes,Blank means the source supplied no usable native identifier.,source,Source-specific record ID field.,Source-defined.,May be reused or missing in source data.
tampa_development_verification_queue.csv,activity_stage,Normalized procedural stage inferred from official status text and source type.,categorical text,,no,Never blank.,derived,Status keyword rules in classify_stage().,preconstruction_or_unknown; planning_review; permit_or_funding_approved; construction_or_inspection; completed_or_closeout; inactive,A procedural stage does not prove physical completion.
tampa_development_verification_queue.csv,status,Status text reported by the source at retrieval.,text,,yes,Blank means unavailable.,source,Source-specific status field.,Source-defined.,Status semantics differ across sources.
tampa_development_verification_queue.csv,latitude,Latitude of the point feature or arithmetic centroid of the preserved source geometry.,decimal,degrees WGS84,yes,Blank means no geometry.,source/derived geometry,Point coordinate or average of geometry vertices.,Approximately 27.5 to 28.3.,Vertex-average centroids can fall outside complex line/polygon features.
tampa_development_verification_queue.csv,longitude,Longitude of the point feature or arithmetic centroid of the preserved source geometry.,decimal,degrees WGS84,yes,Blank means no geometry.,source/derived geometry,Point coordinate or average of geometry vertices.,Approximately -83.0 to -82.0.,Vertex-average centroids can fall outside complex line/polygon features.
tampa_development_verification_queue.csv,source_endpoint,Official ArcGIS service endpoint used to retrieve the contributing record.,URL,,no,Never blank for extracted records.,source metadata,Extraction configuration.,HTTPS URL.,Endpoint contents can change after the snapshot date.
tampa_development_verification_queue.csv,retrieved_at_utc,UTC timestamp when the source snapshot was assembled.,datetime,UTC,no,Never blank.,derived metadata,Build timestamp.,ISO 8601 timestamp.,"This is retrieval time, not activity time."
tampa_development_verification_queue.csv,project_name,Project or application name as reported by the source.,text,,yes,Blank means unavailable.,source,Source-specific project-name field.,Source-defined.,Names are not standardized across layers.
tampa_development_verification_queue.csv,description,Free-text project description reported by the source.,text,,yes,Blank means unavailable.,source,Source-specific description field.,Source-defined.,May be incomplete or use administrative language.
tampa_development_verification_queue.csv,activity_class,"Normalized broad category assigned from source layer, record type, description, and reported square footage.",categorical text,,no,Never blank.,derived,Rules in scripts/build_tampa_development.py.,building_construction; demolition; other_permitted_work; planning_application; historic_preservation_application; public_capital:*; single_family_new_construction_or_addition,Classification has not yet been manually accuracy-tested.
tampa_development_verification_queue.csv,record_type,"Permit, application, capital-project, or preservation record type reported by the source.",text,,yes,Blank means unavailable.,source,Source-specific record-type field.,Source-defined.,Not harmonized across source systems.
tampa_development_verification_queue.csv,address,Site address reported by the source.,text,,yes,Blank means unavailable.,source,ADDRESS or FULLADDRESS.,Source-defined street address.,Public but potentially sensitive; aggregate person-focused analyses.
tampa_development_verification_queue.csv,unit,Unit or suite reported by the source.,text,,yes,Blank means unavailable or not applicable.,source,UNIT.,Source-defined.,Can increase re-identification risk.
